area_type,location,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
Super built-up  Area,Sarjapur  Road,3,1862.0,4,1,110.0,556.0,5907.626
Built-up  Area,Old Madras Road,3,2430.0,5,2,180.0,596.0,7407.407
Super built-up  Area,Hoodi,1,863.0,1,0,40.55,172.0,4698.725
Super built-up  Area,Chambenahalli,2,1170.0,2,3,50.0,344.0,4273.504
Super built-up  Area,B Narayanapura,2,1075.0,2,2,50.0,344.0,4651.163
Super built-up  Area,Kodichikkanahalli,2,1060.0,2,1,34.0,344.0,3207.547
Super built-up  Area,Sarjapur,2,850.0,2,2,32.0,344.0,3764.706
Super built-up  Area,P&T Layout,2,935.0,2,1,45.9,344.0,4909.091
Super built-up  Area,Uttarahalli,2,1125.0,2,1,47.0,344.0,4177.778
Built-up  Area,Chikkabanavar,4,1500.0,4,1,105.0,688.0,7000.0
Built-up  Area,Bannerghatta Road,3,1725.0,3,3,85.0,516.0,4927.536
Super built-up  Area,Dodda Banaswadi,2,1120.0,2,3,36.0,344.0,3214.286
Super built-up  Area,Brookefield,3,1750.0,2,2,75.0,476.0,4285.714
Super built-up  Area,7th Phase JP Nagar,3,2000.0,3,2,77.0,516.0,3850.0
Built-up  Area,Koramangala,3,1745.0,3,3,98.0,516.0,5616.046
Super built-up  Area,Uttarahalli,3,1270.0,2,2,55.25,476.0,4350.394
Super built-up  Area,Sahakara Nagar,2,1180.0,2,2,72.0,344.0,6101.695
Built-up  Area,Shanti Nagar,2,1130.0,2,1,75.0,344.0,6637.168
Super built-up  Area,Old Airport Road,4,2774.0,4,3,197.0,688.0,7101.658
Super built-up  Area,Ardendale,3,1723.0,3,2,95.0,516.0,5513.639
Built-up  Area,Mysore Road,2,1175.0,2,2,70.5,344.0,6000.0
Super built-up  Area,Ambalipura,3,1607.0,2,2,112.0,476.0,6969.508
Built-up  Area,Varanasi,2,1334.0,2,1,62.0,344.0,4647.676
Built-up  Area,Vishwapriya Layout,5,2800.0,5,3,130.0,860.0,4642.857
Super built-up  Area,Bannerghatta,2,1113.0,2,1,70.0,344.0,6289.308
Built-up  Area,9th Phase JP Nagar,3,1300.0,2,2,58.0,476.0,4461.538
Built-up  Area,Sahakara Nagar,2,1200.0,2,2,60.0,344.0,5000.0
Super built-up  Area,cooketown,3,1900.0,3,2,190.0,516.0,10000.0
Super built-up  Area,Panathur,2,1398.0,2,1,97.0,344.0,6938.484
Plot  Area,Margondanahalli,2,1152.0,1,0,66.0,304.0,5729.167
Super built-up  Area,Nagavara,2,1110.0,2,2,44.95,344.0,4049.55
Built-up  Area, Devarachikkanahalli,2,1116.0,2,1,47.0,344.0,4211.47
Super built-up  Area,Babusapalaya,2,1061.0,2,1,33.84,344.0,3189.444
Super built-up  Area,7th Phase JP Nagar,3,1300.0,2,2,52.0,476.0,4000.0
Built-up  Area,Yelahanka,2,1270.0,2,2,57.0,344.0,4488.189
Super built-up  Area,Peenya,2,966.0,2,2,50.0,344.0,5175.983
Plot  Area,AMS Layout,4,1200.0,4,1,110.0,688.0,9166.667
Super built-up  Area,Iblur Village,4,3596.0,5,1,297.0,728.0,8259.177
Super built-up  Area,Kathriguppe IV Phase,3,1630.0,3,2,131.0,516.0,8036.81
Super built-up  Area,Amruthahalli,2,1202.0,2,1,65.0,344.0,5407.654
Built-up  Area,Jakkur,2,1300.0,2,2,80.0,344.0,6153.846
Super built-up  Area,Electronic City,3,1360.0,2,1,70.0,476.0,5147.059
Super built-up  Area,Hennur Road,2,1155.0,2,1,69.18,344.0,5989.61
Super built-up  Area,Hulimavu,2,1011.0,2,2,38.0,344.0,3758.655
Built-up  Area,HSR Layout,2,1203.0,2,2,72.0,344.0,5985.037
Super built-up  Area,Hebbal,3,1645.0,3,2,113.0,516.0,6869.301
Super built-up  Area,Horamavu Agara,3,1364.0,2,3,50.0,476.0,3665.689
Plot  Area,Anekal,2,1200.0,1,1,36.0,304.0,3000.0
Built-up  Area,KR Layout,1,1050.0,2,2,41.0,212.0,3904.762
Super built-up  Area,Kothanur,3,1365.0,3,3,66.0,516.0,4835.165
Super built-up  Area,Jigani,3,1252.0,3,3,70.0,516.0,5591.054
Super built-up  Area,Jigani,3,1221.0,3,2,65.0,516.0,5323.505
Built-up  Area,Panathur,2,1065.0,2,1,58.0,344.0,5446.009
Super built-up  Area,Uttarahalli,3,1270.0,2,1,55.25,476.0,4350.394
Built-up  Area,Sahakara Nagar,2,1032.0,2,2,45.0,344.0,4360.465
Super built-up  Area,Sector 2 HSR Layout,3,1515.0,2,3,69.0,476.0,4554.455
Super built-up  Area,Akshaya Vana,2,1427.0,2,2,52.0,344.0,3644.008
Super built-up  Area,Magadi Road,2,940.0,2,2,50.0,344.0,5319.149
Super built-up  Area,Bannerghatta Road,3,1460.0,2,2,80.0,476.0,5479.452
Super built-up  Area,Sarjapur  Road,3,2275.0,4,2,175.0,556.0,7692.308
Super built-up  Area,9th Phase JP Nagar,3,1522.0,3,2,90.0,516.0,5913.272
Super built-up  Area,Thanisandra,2,1185.0,2,2,42.67,344.0,3600.844
Built-up  Area,Banashankari,3,1800.0,3,2,125.0,516.0,6944.444
Super built-up  Area,Electronics City Phase 1,2,940.0,2,1,44.0,344.0,4680.851
Super built-up  Area,Marathahalli,3,1530.0,3,2,71.0,516.0,4640.523
Built-up  Area,Gollahalli,2,1050.0,2,1,48.0,344.0,4571.429
Super built-up  Area,Subramanyapura,2,929.0,2,2,49.0,344.0,5274.489
Built-up  Area,Banjara Layout,4,3750.0,5,3,145.0,728.0,3866.667
Super built-up  Area,Whitefield,3,1530.0,3,3,75.0,516.0,4901.961
Plot  Area,PC Palaya,2,900.0,2,1,48.0,344.0,5333.333
Super built-up  Area,Vasanthapura,2,978.0,2,1,34.22,344.0,3498.978
Built-up  Area,Sathya Sai Layout,4,4041.0,4,2,345.0,688.0,8537.491
Super built-up  Area,Ambalipura,1,770.0,1,2,43.82,172.0,5690.909
Built-up  Area,Kaval Byrasandra,2,1066.0,2,3,55.0,344.0,5159.475
Super built-up  Area,Electronic City,1,635.0,1,0,28.0,172.0,4409.449
Super built-up  Area,Whitefield,2,1015.0,2,1,45.0,344.0,4433.498
Built-up  Area,Hebbal,2,1175.0,2,0,54.05,344.0,4600.0
Super built-up  Area,Vidyaranyapura,2,1188.0,2,1,50.0,344.0,4208.754
Super built-up  Area,Soppahalli,1,620.0,1,1,25.0,172.0,4032.258
Built-up  Area,Ejipura,2,1210.0,2,0,75.0,344.0,6198.347
Plot  Area,Attibele,3,1000.0,3,1,90.0,516.0,9000.0
Super built-up  Area,Thanisandra,2,1185.0,2,2,43.66,344.0,3684.388
Built-up  Area,Basavangudi,3,1600.0,3,3,130.0,516.0,8125.0
Super built-up  Area,Gottigere,2,1100.0,2,1,28.0,344.0,2545.455
Super built-up  Area,Yelahanka,2,1300.0,2,2,69.23,344.0,5325.385
Super built-up  Area,Kasavanhalli,2,1100.0,2,1,68.0,344.0,6181.818
Super built-up  Area,Ambalipura,2,860.0,2,1,28.93,344.0,3363.953
Super built-up  Area,Panathur,2,1007.0,2,1,64.0,344.0,6355.511
Super built-up  Area,Akshaya Nagar,2,1100.0,2,2,48.0,344.0,4363.636
Super built-up  Area,Whitefield,2,1187.0,2,1,38.0,344.0,3201.348
Super built-up  Area,R.T. Nagar,2,1150.0,2,2,72.0,344.0,6260.87
Super built-up  Area,Aavalahalli,2,1180.0,2,3,41.94,344.0,3554.237
Super built-up  Area,Budigere,3,1820.0,3,2,85.2,516.0,4681.319
Super built-up  Area,KR Puram,4,3628.0,4,1,246.0,688.0,6780.595
Built-up  Area,Kodbisanhalli,3,1430.0,3,2,70.0,516.0,4895.105
Super built-up  Area,Kanakpura Road,2,700.0,2,1,40.0,344.0,5714.286
Plot  Area,Kattigenahalli,2,1200.0,1,0,70.0,304.0,5833.333
Super built-up  Area,Old Madras Road,2,1165.0,2,1,40.77,344.0,3499.571
Super built-up  Area,Jalahalli,3,1569.0,3,2,118.0,516.0,7520.714
Super built-up  Area,Basaveshwara Nagar Yelahanka,3,1950.0,4,3,95.0,556.0,4871.795
Plot  Area,Jayanti Nagar,2,1200.0,3,1,70.0,384.0,5833.333
Super built-up  Area,Yelahanka New Town,3,2437.0,3,2,125.0,516.0,5129.257
Super built-up  Area,Marathahalli,2,950.0,2,2,46.7,344.0,4915.789
Built-up  Area,Bellandur,3,1685.0,3,3,115.0,516.0,6824.926
Super built-up  Area,Green Glen Layout,4,3270.0,4,3,205.0,688.0,6269.113
Super built-up  Area,Sarjapur  Road,2,1314.0,2,2,110.0,344.0,8371.385
Super built-up  Area,New Gurappana Palya,3,1250.0,3,2,40.0,516.0,3200.0
Built-up  Area,Virudhu Nagar,2,1130.0,2,2,68.0,344.0,6017.699
Super built-up  Area,Marathahalli,3,1550.0,3,2,85.0,516.0,5483.871
Super built-up  Area,Hoodi,3,1715.0,2,2,100.0,476.0,5830.904
Super built-up  Area,Hennur Road,2,1053.0,2,1,53.0,344.0,5033.238
Plot  Area,Begur Road,3,1200.0,3,0,50.0,516.0,4166.667
Built-up  Area,Chikkabanavar,5,2400.0,4,0,97.0,820.0,4041.667
Super built-up  Area,Kodbisanhalli,2,1245.0,1,3,60.0,304.0,4819.277
Plot  Area,Whitefield,4,3940.0,5,3,265.0,728.0,6725.888
Built-up  Area,Thanisandra,3,1241.0,2,1,65.0,476.0,5237.712
Built-up  Area,7th Phase JP Nagar,3,2980.0,4,2,260.0,556.0,8724.832
Super built-up  Area,Raja Rajeshwari Nagar,2,1090.0,2,2,57.0,344.0,5229.358
Super built-up  Area,Byrasandra,3,1390.0,2,1,50.0,476.0,3597.122
Super built-up  Area,Jakkur Plantation,3,2750.0,5,2,275.0,596.0,10000.0
Super built-up  Area,Kanakpura Road,3,1100.0,2,1,52.97,476.0,4815.455
Built-up  Area,Koramangala,2,1350.0,2,2,103.0,344.0,7629.63
Built-up  Area,Prakash Nagar,2,800.0,2,2,55.0,344.0,6875.0
Super built-up  Area,Sarjapur  Road,3,1787.0,3,2,116.0,516.0,6491.326
Built-up  Area,BTM Layout,3,2400.0,3,2,220.0,516.0,9166.667
Super built-up  Area,Haralur Road,4,3700.0,4,2,325.0,688.0,8783.784
Super built-up  Area,Sarjapur  Road,3,1691.0,3,2,93.01,516.0,5500.296
Super built-up  Area,Bhoganhalli,4,2119.0,4,3,111.0,688.0,5238.32
Super built-up  Area,Akshaya Nagar,3,1896.0,3,2,102.0,516.0,5379.747
Super built-up  Area,Banashankari Stage V,3,1540.0,3,2,48.51,516.0,3150.0
Super built-up  Area,Cambridge Layout,2,1244.0,2,2,95.0,344.0,7636.656
Super built-up  Area,Hormavu,3,1365.0,2,2,65.0,476.0,4761.905
Super built-up  Area,Thanisandra,1,580.0,1,1,27.5,172.0,4741.379
Super built-up  Area,Hebbal,3,1355.0,3,2,83.87,516.0,6189.668
Super built-up  Area,8th Phase JP Nagar,2,1513.0,2,3,62.0,344.0,4097.819
Super built-up  Area,Banashankari,2,1175.0,2,1,41.13,344.0,3500.426
Super built-up  Area,Thanisandra,3,2087.0,4,2,139.0,556.0,6660.278
Super built-up  Area,Talaghattapura,3,2273.0,3,2,145.0,516.0,6379.234
Super built-up  Area,Thanisandra,3,2050.0,3,2,150.0,516.0,7317.073
Built-up  Area,Garebhavipalya,2,1200.0,2,1,75.0,344.0,6250.0
Super built-up  Area,Whitefield,2,1190.0,2,3,59.0,344.0,4957.983
Super built-up  Area,Marathahalli,2,1019.0,2,2,49.86,344.0,4893.032
Super built-up  Area,Thigalarapalya,3,1830.0,3,2,133.0,516.0,7267.76
Super built-up  Area,Sarjapur  Road,2,1028.0,2,1,56.0,344.0,5447.471
Built-up  Area,Old Madras Road,2,1300.0,2,2,100.0,344.0,7692.308
Super built-up  Area,Whitefield,2,1160.0,2,1,67.0,344.0,5775.862
Super built-up  Area,Mahadevpura,3,1505.0,3,2,78.0,516.0,5182.724
Super built-up  Area,Kogilu,2,1250.0,2,1,55.55,344.0,4444.0
Super built-up  Area,Sarjapur,2,1175.0,2,1,41.68,344.0,3547.234
Super built-up  Area,Janatha Colony,2,1100.0,2,2,57.6,344.0,5236.364
Super built-up  Area,Vishwanatha Nagenahalli,3,2159.0,3,2,120.0,516.0,5558.129
Super built-up  Area,Devanahalli,2,1230.0,2,1,56.45,344.0,4589.431
Built-up  Area,Hegganahalli,1,1200.0,1,0,48.0,172.0,4000.0
Super built-up  Area,Dodsworth Layout,2,1340.0,2,1,71.0,344.0,5298.507
Super built-up  Area,Banashankari,3,1750.0,2,2,89.0,476.0,5085.714
Super built-up  Area,Banashankari Stage II,2,1400.0,2,1,100.0,344.0,7142.857
Built-up  Area,Nagarbhavi,3,1350.0,3,0,60.0,516.0,4444.444
Super built-up  Area,RMV Extension,3,1675.0,3,3,62.0,516.0,3701.493
Super built-up  Area,Thanisandra,2,1340.0,2,1,66.33,344.0,4950.0
Super built-up  Area,Hulimavu,2,1276.0,2,2,76.0,344.0,5956.113
Super built-up  Area,Ramagondanahalli,3,1738.0,2,3,76.0,476.0,4372.842
Super built-up  Area,"Hoodi Circle, ",2,1190.0,2,2,59.9,344.0,5033.613
Super built-up  Area,Electronic City,2,1128.0,2,1,65.45,344.0,5802.305
Super built-up  Area,Veersandra,2,1250.0,2,1,55.0,344.0,4400.0
Built-up  Area,ITI Layout,2,1450.0,2,2,90.0,344.0,6206.897
Super built-up  Area,Kudlu,2,1084.0,2,1,53.0,344.0,4889.299
Built-up  Area,Kaggadasapura,4,2150.0,4,2,90.0,688.0,4186.047
Super built-up  Area,Hosur Road,2,1250.0,2,2,65.0,344.0,5200.0
Plot  Area,Seegehalli,3,2400.0,4,1,240.0,556.0,10000.0
Super built-up  Area,Begur,3,1304.0,3,0,65.0,516.0,4984.663
Built-up  Area,7th Phase JP Nagar,2,980.0,2,1,77.44,344.0,7902.041
Super built-up  Area,Ramanashree Enclave,2,1275.0,2,2,49.5,344.0,3882.353
Plot  Area,Banjara Layout,3,2500.0,4,0,140.0,556.0,5600.0
Built-up  Area,Bidadi,4,3600.0,4,0,225.0,688.0,6250.0
Plot  Area,Anekal,3,2400.0,4,0,95.0,556.0,3958.333
Super built-up  Area,Kanakpura Road,3,1450.0,2,2,70.18,476.0,4840.0
Super built-up  Area,Electronic City,2,890.0,2,1,40.0,344.0,4494.382
Super built-up  Area,Bannerghatta Road,2,1340.0,2,3,85.0,344.0,6343.284
Super built-up  Area,Vidyaranyapura,3,1100.0,2,1,75.0,476.0,6818.182
Super built-up  Area,Kengeri,2,750.0,2,1,40.0,344.0,5333.333
Super built-up  Area,Akshaya Nagar,2,1300.0,2,2,66.0,344.0,5076.923
Super built-up  Area,HRBR Layout,2,1301.0,2,1,120.0,344.0,9223.674
Super built-up  Area,Kanakpura Road,2,1299.0,2,1,105.0,344.0,8083.141
Super built-up  Area,Anugrah Layout,3,1250.0,3,3,40.0,516.0,3200.0
Super built-up  Area,Kalkere,2,925.0,2,1,55.0,344.0,5945.946
Plot  Area,Meenakunte,3,3900.0,3,3,250.0,516.0,6410.256
Super built-up  Area,Uttarahalli,2,1107.0,2,1,45.0,344.0,4065.041
Super built-up  Area,Electronics City Phase 1,2,1300.0,2,1,67.0,344.0,5153.846
Super built-up  Area,Hiremath Layout,3,1715.0,3,2,95.0,516.0,5539.359
Built-up  Area,Uttarahalli,2,1200.0,2,1,55.0,344.0,4583.333
Super built-up  Area,Ashok Nagar,2,703.0,2,1,60.0,344.0,8534.851
Super built-up  Area,Talaghattapura,2,921.0,2,2,29.47,344.0,3199.783
Super built-up  Area,Marathahalli,2,1144.0,2,2,65.0,344.0,5681.818
Super built-up  Area,Kanakpura Road,1,525.0,1,1,26.01,172.0,4954.286
Super built-up  Area,Suddaguntepalya,3,1400.0,2,2,56.0,476.0,4000.0
Super built-up  Area,Balagere,1,661.0,1,1,33.0,172.0,4992.436
Built-up  Area,Kengeri Satellite Town,5,1200.0,5,2,70.0,860.0,5833.333
Super built-up  Area,Yelahanka,3,1705.0,3,1,91.0,516.0,5337.243
Super built-up  Area,Kadugodi,3,1430.0,2,0,55.0,476.0,3846.154
Super built-up  Area,Marathahalli,2,1240.0,2,2,55.0,344.0,4435.484
Super built-up  Area,Garudachar Palya,3,1325.0,2,2,60.8,476.0,4588.679
Super built-up  Area,Thanisandra,2,1230.0,2,2,44.0,344.0,3577.236
Super built-up  Area,Electronics City Phase 1,2,1000.0,2,3,28.0,344.0,2800.0
Plot  Area,Gollarahatti,4,740.0,2,1,24.5,608.0,3310.811
Super built-up  Area,Uttarahalli,3,1330.0,2,2,46.45,476.0,3492.481
Super built-up  Area,Haralur Road,2,1243.0,2,2,46.0,344.0,3700.724
Built-up  Area,Kengeri Satellite Town,4,936.0,2,1,60.84,608.0,6500.0
Super built-up  Area,Banashankari Stage III,3,1500.0,2,2,100.0,476.0,6666.667
Built-up  Area,Cox Town,2,1073.0,2,2,72.0,344.0,6710.158
Built-up  Area,Kudlu,2,1300.0,2,2,56.0,344.0,4307.692
Built-up  Area,Electronic City,2,1065.0,2,1,30.75,344.0,2887.324
Super built-up  Area,Whitefield,2,1216.0,2,1,66.88,344.0,5500.0
Built-up  Area,Jigani,3,1252.0,3,2,59.0,516.0,4712.46
Super built-up  Area,Hormavu,2,1196.0,2,1,44.8,344.0,3745.819
Built-up  Area,Kudlu,2,1027.0,2,2,44.0,344.0,4284.323
Super built-up  Area,Poornapragna Housing Society Layout,3,1270.0,2,2,57.15,476.0,4500.0
Super built-up  Area,Mico Layout,2,1171.0,2,2,39.0,344.0,3330.487
Super built-up  Area,Kothannur,3,1215.0,2,3,48.6,476.0,4000.0
Plot  Area,Venkateswara Nagar,1,600.0,1,0,20.0,172.0,3333.333
Super built-up  Area,Whitefield,2,1180.0,2,1,77.0,344.0,6525.424
Built-up  Area,Electronic City Phase II,2,1160.0,2,1,33.51,344.0,2888.793
Plot  Area,Chikkagubbi,4,4382.0,4,3,400.0,688.0,9128.252
Super built-up  Area,Whitefield,3,2140.0,3,2,139.0,516.0,6495.327
Super built-up  Area,Yeshwanthpur,3,1500.0,3,1,100.0,516.0,6666.667
Super built-up  Area,Banaswadi,2,1008.0,2,2,52.0,344.0,5158.73
Super built-up  Area,Ambedkar Nagar,3,1921.0,4,3,129.0,556.0,6715.252
Super built-up  Area,Electronic City,2,1127.0,2,2,32.0,344.0,2839.397
Super built-up  Area,Rajaji Nagar,3,1621.0,3,1,124.0,516.0,7649.599
Super built-up  Area,Banashankari 2 nd Stage,3,1030.0,2,2,77.25,476.0,7500.0
Super built-up  Area,Whitefield,2,1314.0,2,1,84.0,344.0,6392.694
Super built-up  Area,Choodasandra,3,1220.0,3,1,56.0,516.0,4590.164
Built-up  Area,JP Nagar,3,1590.0,2,3,85.0,476.0,5345.912
Super built-up  Area,Shivaji Nagar,2,703.0,2,1,49.5,344.0,7041.252
Super built-up  Area,Hosakerehalli,3,1795.0,3,2,64.62,516.0,3600.0
Built-up  Area,Gottigere,4,3000.0,3,0,132.0,648.0,4400.0
Super built-up  Area,Sarjapur  Road,4,4395.0,4,2,242.0,688.0,5506.257
Super built-up  Area,Electronic City,2,825.0,2,1,35.0,344.0,4242.424
Super built-up  Area,Vajarahalli,3,1254.0,2,1,70.0,476.0,5582.137
Built-up  Area,Ramagondanahalli,3,2040.0,3,2,114.0,516.0,5588.235
Super built-up  Area,Thigalarapalya,3,2215.0,4,2,154.0,556.0,6952.596
Super built-up  Area,Jalahalli,2,1478.0,2,2,125.0,344.0,8457.375
Super built-up  Area,Nagappa Reddy Layout,3,1820.0,3,2,79.5,516.0,4368.132
Super built-up  Area,Horamavu Agara,3,1623.0,3,1,89.0,516.0,5483.672
Super built-up  Area,Haralur Road,2,1243.0,2,2,46.0,344.0,3700.724
Super built-up  Area,Electronic City,2,1200.0,2,2,40.5,344.0,3375.0
Super built-up  Area,Gottigere,3,1613.0,3,3,72.0,516.0,4463.732
Super built-up  Area,Rajiv Gandhi Nagar,2,1293.0,2,2,80.0,344.0,6187.162
Super built-up  Area,Hoskote,2,1065.0,2,2,28.5,344.0,2676.056
Super built-up  Area,Kudlu Gate,2,940.0,2,1,69.57,344.0,7401.064
Super built-up  Area,Sarjapur  Road,3,1181.0,2,1,65.0,476.0,5503.81
Super built-up  Area,MLA Layout,2,1050.0,2,1,36.0,344.0,3428.571
Super built-up  Area,Subramanyapura,3,1260.0,2,1,75.0,476.0,5952.381
Super built-up  Area,Dodda Banaswadi,3,1500.0,3,2,56.0,516.0,3733.333
Plot  Area,Esther Enclave Layout,2,1000.0,2,0,66.0,344.0,6600.0
Super built-up  Area,Whitefield,3,1530.0,3,3,73.0,516.0,4771.242
Super built-up  Area,HSR Layout,2,1140.0,2,2,46.0,344.0,4035.088
Super built-up  Area,Dodda Nekkundi Extension,3,1864.0,3,3,115.0,516.0,6169.528
Built-up  Area,Sarjapur,3,1575.0,3,3,55.0,516.0,3492.063
Super built-up  Area,Raja Rajeshwari Nagar,2,945.0,2,1,45.0,344.0,4761.905
Super built-up  Area,Sarjapur  Road,3,1691.0,3,2,100.0,516.0,5913.661
Built-up  Area,Electronic City Phase II,3,1220.0,3,1,35.25,516.0,2889.344
Built-up  Area,Kengeri,1,600.0,1,1,35.0,172.0,5833.333
Super built-up  Area,Whitefield,2,1160.0,2,2,39.0,344.0,3362.069
Super built-up  Area,Vittasandra,3,1650.0,3,1,85.0,516.0,5151.515
Built-up  Area,Annapurneshwari Nagar,4,2400.0,4,1,150.0,688.0,6250.0
Super built-up  Area,Abbigere,2,795.0,1,1,32.6,304.0,4100.629
Plot  Area,TC Palaya,5,1400.0,5,1,97.0,860.0,6928.571
Super built-up  Area,Kalyan nagar,3,2285.0,4,1,165.0,556.0,7221.007
Super built-up  Area,Haralur Road,2,1243.0,2,2,46.0,344.0,3700.724
Super built-up  Area,Kammagondahalli,2,1263.0,2,1,51.5,344.0,4077.593
Super built-up  Area,Nanjappa Layout Vidyaranyapura,5,1200.0,4,2,115.0,820.0,9583.333
Super built-up  Area,Hennur,3,1345.0,2,1,69.0,476.0,5130.112
Built-up  Area,D Group Employees Layout,5,4400.0,5,3,240.0,860.0,5454.545
Super built-up  Area,Electronic City,3,1360.0,2,1,58.0,476.0,4264.706
Super built-up  Area,Sarjapur  Road,2,1026.0,2,1,60.55,344.0,5901.559
Super built-up  Area,Alfa Garden Layout,2,1050.0,2,2,38.0,344.0,3619.048
Super built-up  Area,Uttarahalli,3,1460.0,3,3,76.0,516.0,5205.479
Super built-up  Area,Banagiri Nagar,3,1525.0,2,2,91.48,476.0,5998.689
Built-up  Area,Kanakpura Road,3,1843.0,3,2,85.0,516.0,4612.046
Super built-up  Area,Ananth Nagar,2,1000.0,2,3,25.0,344.0,2500.0
Super built-up  Area,Koramangala,3,1642.0,2,1,115.0,476.0,7003.654
Plot  Area,TC Palaya,3,1200.0,2,0,66.0,476.0,5500.0
Super built-up  Area,Austin Town,2,975.0,2,1,60.0,344.0,6153.846
Super built-up  Area,Bisuvanahalli,3,1075.0,2,1,44.0,476.0,4093.023
Super built-up  Area,Panathur,2,1210.0,2,1,77.93,344.0,6440.496
Super built-up  Area,Rammana Layout,3,2000.0,3,2,100.0,516.0,5000.0
Super built-up  Area,Akshaya Nagar,2,1225.0,2,0,68.0,344.0,5551.02
Super built-up  Area,Jakkur,2,1290.0,2,1,80.04,344.0,6204.651
Built-up  Area,Remco Bhel Layout,2,1220.0,2,0,56.0,344.0,4590.164
Plot  Area,A Narayanapura,1,1500.0,2,0,85.0,212.0,5666.667
Super built-up  Area,Kaggadasapura,2,1361.0,2,2,79.0,344.0,5804.555
Built-up  Area,1st Phase JP Nagar,2,1394.0,2,2,85.0,344.0,6097.561
Super built-up  Area,Yelahanka,2,870.0,2,1,27.0,344.0,3103.448
Plot  Area,Marasandra,4,5000.0,5,3,300.0,728.0,6000.0
Super built-up  Area,Rajaji Nagar,2,1222.0,2,2,98.0,344.0,8019.64
Super built-up  Area,Hebbal,2,1420.0,2,1,99.39,344.0,6999.296
Super built-up  Area,Bellandur,3,1846.0,3,2,135.0,516.0,7313.109
Super built-up  Area,Yeshwanthpur,2,1167.0,2,2,64.08,344.0,5491.003
Super built-up  Area,Ananth Nagar,2,902.0,2,2,25.0,344.0,2771.619
Super built-up  Area,Kannamangala,4,2422.0,4,3,135.0,688.0,5573.906
Super built-up  Area,Rachenahalli,2,1050.0,2,2,52.5,344.0,5000.0
Built-up  Area,Rajapura,2,1000.0,2,0,50.0,344.0,5000.0
Built-up  Area,Kundalahalli,2,1260.0,2,0,58.0,344.0,4603.175
Super built-up  Area,Jigani,2,939.0,2,2,39.0,344.0,4153.355
Plot  Area,Jalahalli,1,600.0,1,0,37.0,172.0,6166.667
Built-up  Area,8th Phase JP Nagar,2,1298.0,2,1,59.0,344.0,4545.455
Super built-up  Area,Marathahalli,3,1710.0,3,2,135.0,516.0,7894.737
Super built-up  Area,Subramanyapura,2,1000.0,2,1,45.0,344.0,4500.0
Super built-up  Area,Ramagondanahalli,3,3350.0,3,3,150.0,516.0,4477.612
Built-up  Area,RPC layout,2,1100.0,2,2,68.0,344.0,6181.818
Super built-up  Area,Jalahalli,1,615.0,1,1,46.0,172.0,7479.675
Super built-up  Area,Sarjapur  Road,2,1350.0,2,1,85.0,344.0,6296.296
Built-up  Area,Sultan Palaya,4,5000.0,5,2,325.0,728.0,6500.0
Super built-up  Area,Hegde Nagar,3,1718.0,3,2,130.0,516.0,7566.938
Super built-up  Area,7th Phase JP Nagar,3,1680.0,3,2,112.0,516.0,6666.667
Plot  Area,Hulimavu,2,1500.0,2,0,90.0,344.0,6000.0
Super built-up  Area,Sarjapur  Road,3,1157.0,2,1,72.0,476.0,6222.99
Super built-up  Area,Akshaya Nagar,2,1179.0,2,1,51.0,344.0,4325.7
Super built-up  Area,Hulimavu,2,1315.0,2,0,60.48,344.0,4599.24
Super built-up  Area,Phase 1 Kammasandra,2,1105.0,2,2,28.18,344.0,2550.226
Super built-up  Area,Banashankari,3,1800.0,3,2,175.0,516.0,9722.222
Super built-up  Area,Jalahalli East,2,1010.0,2,1,52.0,344.0,5148.515
Super built-up  Area,Electronic City,1,630.0,1,1,46.0,172.0,7301.587
Plot  Area,Anekal,2,1200.0,2,1,36.1,344.0,3008.333
Super built-up  Area,Kaval Byrasandra,2,1025.0,2,1,60.0,344.0,5853.659
Super built-up  Area,Hennur Road,2,1195.0,2,2,59.0,344.0,4937.238
Super built-up  Area,Whitefield,2,1012.0,2,1,58.0,344.0,5731.225
Super built-up  Area,Hegde Nagar,3,1884.0,4,2,118.0,556.0,6263.27
Super built-up  Area,Sarjapura - Attibele Road,2,1090.0,2,1,37.0,344.0,3394.495
Super built-up  Area,Kathriguppe,3,1300.0,3,2,77.99,516.0,5999.231
Super built-up  Area,Amblipura,4,2950.0,4,2,250.0,688.0,8474.576
Super built-up  Area,Harlur,3,1710.0,3,3,85.0,516.0,4970.76
Super built-up  Area,Uttarahalli,3,1500.0,3,1,68.0,516.0,4533.333
Super built-up  Area,Kodichikkanahalli,3,1310.0,2,2,53.0,476.0,4045.802
Super built-up  Area,Dommasandra,2,674.0,1,1,19.9,304.0,2952.522
Built-up  Area,Hoodi,3,1350.0,3,2,70.0,516.0,5185.185
Built-up  Area,Hennur Gardens,3,1464.0,2,2,115.0,476.0,7855.191
Built-up  Area,Marsur,3,715.0,2,1,29.0,476.0,4055.944
Built-up  Area,Electronic City,3,1400.0,2,1,40.45,476.0,2889.286
Super built-up  Area,Electronic City Phase II,3,1625.0,2,2,48.75,476.0,3000.0
Built-up  Area,Electronic City,2,1065.0,2,1,30.76,344.0,2888.263
Super built-up  Area,HMT Layout,3,1385.0,3,3,90.0,516.0,6498.195
